1,0000,0.214,0.2523,0.3631,0.9843,12,0.6812
1,0000,0.2269,0.2466,0.3875,0.9889,80,0.4622
1,0000,0.3394,0.2901,0.4444,0.9239,80,0.4258
1,0001,0.2198,0.2532,0.3708,0.9935,12,0.6505
1,0001,0.2198,0.2532,0.3708,0.9935,80,0.4786
1,0001,0.5209,0.3193,0.6356,0.8911,80,0.404
1,0002,0.2213,0.2654,0.3906,0.9805,12,0.54
1,0002,0.2213,0.2654,0.3906,0.9805,80,0.413
1,0002,0.5288,0.3286,0.6308,0.8427,80,0.4508
1,0003,0.227,0.2491,0.3718,0.9817,12,0.5373
1,0003,0.227,0.2491,0.3718,0.9817,80,0.4038
1,0003,0.5255,0.3214,0.6405,0.9059,80,0.4352
1,0004,0.2214,0.2623,0.375,0.9689,12,0.512
1,0004,0.2214,0.2623,0.375,0.9689,80,0.4088
1,0004,0.5313,0.3203,0.6494,0.8788,80,0.4033
1,0005,0.2268,0.2495,0.391,0.9636,12,0.5542
1,0005,0.2268,0.2495,0.391,0.9636,80,0.4558
1,0005,0.5349,0.327,0.6449,0.8386,17,0.4236
1,0005,0.5349,0.327,0.6449,0.8386,80,0.4172
1,0006,0.5342,0.322,0.6545,0.8923,17,0.4554
1,0006,0.2231,0.2581,0.3804,0.9711,12,0.4488
1,0006,0.2231,0.2581,0.3804,0.9711,80,0.4301
1,0008,0.536,0.3121,0.667,0.8878,80,0.4113
1,0009,0.2167,0.2676,0.3888,0.962,12,0.4688
1,0009,0.2167,0.2676,0.3888,0.962,80,0.4385
1,0010,0.5583,0.3134,0.6786,0.8418,17,0.4424
1,0010,0.2225,0.2617,0.3999,0.9521,80,0.4194
1,0010,0.2225,0.2617,0.3999,0.9521,17,0.411
1,0011,0.2266,0.2662,0.4044,0.9676,80,0.4215
1,0013,0.2128,0.2689,0.3968,0.9499,12,0.413
1,0014,0.2081,0.2787,0.3957,0.9352,17,0.5054
1,0014,0.2081,0.2787,0.3957,0.9352,12,0.4841
1,0014,0.5696,0.3144,0.7021,0.8524,17,0.4704
1,0015,0.4051,0.273,0.6024,0.9415,17,0.4877
1,0015,0.2163,0.2897,0.3943,0.9148,17,0.4548
1,0015,0.571,0.3339,0.7339,0.8842,17,0.427
1,0016,0.2187,0.2948,0.3883,0.9189,17,0.4392
1,0016,0.2187,0.2948,0.3883,0.9189,12,0.4365
1,0018,0.2145,0.3004,0.4161,0.9303,12,0.475
1,0019,0.2235,0.3233,0.3971,0.9114,12,0.5869
1,0019,0.2235,0.3233,0.3971,0.9114,80,0.4429
1,0019,0.2235,0.3233,0.3971,0.9114,17,0.418
1,0020,0.2321,0.3343,0.3943,0.9102,12,0.6054
1,0020,0.2321,0.3343,0.3943,0.9102,80,0.5072
1,0021,0.2456,0.3447,0.4043,0.9113,12,0.5393
1,0021,0.2456,0.3447,0.4043,0.9113,80,0.4662
1,0022,0.2357,0.3444,0.4076,0.916,12,0.5602
1,0022,0.2357,0.3444,0.4076,0.916,80,0.5101
1,0022,0.3861,0.3543,0.4769,0.8149,80,0.4512
1,0022,0.3861,0.3543,0.4769,0.8149,12,0.4292
1,0023,0.2728,0.3337,0.4029,0.9084,12,0.6157
1,0023,0.2728,0.3337,0.4029,0.9084,80,0.4822
1,0023,0.3835,0.3563,0.481,0.8023,80,0.4579
1,0023,0.3835,0.3563,0.481,0.8023,12,0.4453
1,0024,0.2721,0.3402,0.3956,0.8939,12,0.6985
1,0024,0.2721,0.3402,0.3956,0.8939,80,0.5298
1,0024,0.3823,0.3519,0.4799,0.7926,12,0.5729
1,0024,0.3823,0.3519,0.4799,0.7926,80,0.483
1,0024,0.5848,0.3594,0.6919,0.7374,80,0.5001
1,0025,0.2496,0.348,0.3934,0.9056,12,0.7682
1,0025,0.2496,0.348,0.3934,0.9056,80,0.5615
1,0025,0.3853,0.3538,0.4802,0.7752,12,0.5698
1,0025,0.3853,0.3538,0.4802,0.7752,80,0.4981
1,0025,0.4858,0.3201,0.5732,0.5677,80,0.4704
1,0026,0.2657,0.3553,0.3986,0.8996,12,0.6909
1,0026,0.2657,0.3553,0.3986,0.8996,80,0.5277
1,0026,0.3827,0.3572,0.4794,0.8077,12,0.6138
1,0026,0.3827,0.3572,0.4794,0.8077,80,0.521
1,0026,0.4794,0.3157,0.5741,0.5677,12,0.5076
1,0026,0.4794,0.3157,0.5741,0.5677,80,0.4699
1,0026,0.5835,0.3592,0.6944,0.7351,80,0.4518
1,0027,0.3822,0.3501,0.4874,0.865,12,0.6996
1,0027,0.3822,0.3501,0.4874,0.865,80,0.5986
1,0027,0.3822,0.3501,0.4874,0.865,74,0.473
1,0027,0.2778,0.3425,0.4093,0.898,12,0.536
1,0027,0.2778,0.3425,0.4093,0.898,80,0.4449
1,0027,0.4832,0.3103,0.5773,0.5603,80,0.4723
1,0027,0.4832,0.3103,0.5773,0.5603,12,0.4349
1,0028,0.383,0.3566,0.4829,0.825,12,0.5817
1,0028,0.2817,0.3446,0.4112,0.9015,12,0.5441
1,0028,0.2817,0.3446,0.4112,0.9015,80,0.4602
1,0028,0.3663,0.3546,0.483,0.9091,80,0.5189
1,0028,0.4882,0.3092,0.5813,0.5577,12,0.5022
1,0028,0.4882,0.3092,0.5813,0.5577,80,0.4546
1,0029,0.3833,0.3506,0.4864,0.8265,12,0.6779
1,0029,0.3833,0.3506,0.4864,0.8265,80,0.5604
1,0029,0.4851,0.3063,0.5805,0.5612,12,0.5523
1,0029,0.4851,0.3063,0.5805,0.5612,80,0.4591
1,0029,0.285,0.3501,0.4189,0.8959,12,0.4828
1,0029,0.285,0.3501,0.4189,0.8959,80,0.4137
1,0029,0.5909,0.3541,0.6759,0.6278,80,0.4026
