,system.network.sent,system.gpu.0.powerPercent,system.network.recv,system.gpu.process.0.memory,system.cpu.9.cpu_percent,system.disk,system.gpu.process.0.powerPercent,system.cpu.1.cpu_percent,system.gpu.0.powerWatts,system.gpu.process.0.memoryAllocated,system.cpu.7.cpu_percent,_wandb,system.gpu.0.temp,system.gpu.process.0.temp,system.gpu.0.memory,system.gpu.0.gpu,_runtime,system.gpu.process.0.gpu,system.cpu.6.cpu_percent,system.proc.memory.rssMB,system.cpu.11.cpu_percent,system.cpu.3.cpu_percent,system.cpu.4.cpu_percent,system.gpu.process.0.powerWatts,system.cpu.2.cpu_percent,system.cpu.5.cpu_percent,system.proc.memory.availableMB,system.cpu,system.proc.cpu.threads,system.memory,system.cpu.0.cpu_percent,system.proc.memory.percent,system.cpu.10.cpu_percent,system.gpu.0.memoryAllocated,_timestamp,system.cpu.8.cpu_percent
0,1249657.2,19.92,6987273.13,9.87,26.67,67.21,19.92,22.03,34.87,30.13,39.35,True,46.53,46.53,9.87,14.53,61.118797,14.53,41.7,1383.48,41.91,27.96,39.77,34.87,40.19,27.63,4672.8,1.68,39,71.11,45.05,8.55,36.12,30.13,1668867769.718338,36.22
